HOUSEHOLD,FARM,OWNERSHP,ACREHOUS,TAXINCL,PROPINSR,COSTELEC,VALUEH,ROOMS,PLUMBING,PUMA
2408872,0,1,1,1,48,9,3,5,2,0
2408873,0,1,1,0,59,10,13,5,2,0
2408874,0,2,2,0,0,7,99,8,2,0
2408875,0,1,1,2,49,12,4,7,2,0
2408876,0,1,1,1,50,6,16,6,2,0
2408877,0,0,0,0,0,0,99,0,0,0
2408878,0,1,1,0,30,0,13,5,2,0
2408879,0,1,2,0,45,12,6,6,2,0
2408880,0,1,1,0,27,9,4,6,2,0
2408881,0,2,1,0,0,8,99,4,2,0
2408882,0,1,1,1,59,9,16,9,2,0
2408883,0,2,1,0,0,24,99,4,2,0
2408884,0,1,1,1,59,12,11,9,2,0
2408885,0,2,1,0,0,16,99,7,2,0
2408886,0,1,1,0,43,14,7,6,2,0
2408887,0,1,1,2,59,7,27,9,2,0
2408888,0,2,1,0,0,6,99,4,2,0
2408889,0,1,2,1,59,15,16,9,2,0
2408890,0,1,1,0,35,1,8,3,2,0
2408891,0,2,0,0,0,16,99,3,2,0
2408892,0,2,1,0,0,6,99,5,2,0
2408893,0,1,1,0,50,6,11,9,2,0
2408894,0,1,2,1,50,6,16,6,2,0
2408896,0,2,2,0,0,26,99,5,2,0
2408898,0,0,0,0,0,0,99,0,0,0
2408899,0,1,1,0,37,7,8,7,2,0
2408900,0,1,1,1,32,6,4,5,2,0
2408901,0,1,1,1,30,7,6,5,2,0
2408902,0,2,0,0,0,99,99,4,2,0
2408903,0,1,1,0,59,20,27,8,2,0
2408904,0,2,1,0,0,2,99,2,2,0
2408905,0,1,1,1,49,4,8,5,2,0
2408907,0,1,1,1,59,6,22,9,2,0
2408908,0,2,0,0,0,4,99,4,2,0
2408909,0,1,0,1,45,0,11,3,2,0
2408910,0,1,2,0,59,4,16,4,2,0
2408912,0,1,2,1,59,8,35,7,2,0
2408913,0,1,1,2,59,20,7,9,2,0
2408914,0,2,0,0,0,9,99,4,2,0
2408916,0,2,0,0,0,5,99,3,1,0
2408917,0,2,1,0,0,5,99,9,2,0
2408918,0,0,0,0,0,0,99,0,0,0
2408919,0,1,1,0,40,8,6,3,2,0
2408920,0,1,1,1,59,8,18,6,2,0
2408921,0,1,1,0,50,7,7,4,2,0
2408922,0,1,1,0,53,14,18,4,2,0
2408923,0,0,0,0,0,0,99,0,0,0
2408924,0,0,0,0,0,0,99,0,0,0
2408925,0,2,2,0,0,12,99,8,2,0
2408926,0,1,1,2,50,6,6,4,2,0
2408929,0,0,0,0,0,0,99,0,0,0
2408930,0,0,0,0,0,0,99,0,0,0
2408931,0,1,1,1,38,15,7,6,2,0
2408935,0,1,1,1,32,30,8,6,2,0
2408936,0,1,2,2,43,99,11,7,2,0
2408937,0,0,0,0,0,0,99,0,0,0
2408938,0,1,1,1,54,9,7,5,2,0
2408939,0,1,2,0,59,11,13,6,2,0
2408941,0,1,2,0,59,6,27,4,2,0
2408942,0,1,1,1,50,5,4,8,2,0
2408943,0,1,1,2,51,6,22,6,2,0
2408945,0,1,1,0,0,9,6,5,2,0
2408949,0,2,1,0,0,8,99,7,2,0
2408950,1,2,2,0,0,13,99,8,2,0
2408951,0,1,1,1,25,0,4,3,2,0
2408952,0,1,1,0,40,15,11,9,2,0
2408955,0,1,1,0,18,12,8,5,2,0
2408956,0,0,0,0,0,0,99,0,0,0
2408957,0,0,0,0,0,0,99,0,0,0
2408959,0,0,0,0,0,0,99,0,0,0
2408960,1,1,2,1,59,15,35,7,2,0
2408961,0,2,1,0,0,4,99,2,2,0
2408962,0,0,0,0,0,0,99,0,0,0
2408964,0,1,1,1,50,6,5,4,2,0
2408965,0,0,0,0,0,0,99,0,0,0
2408966,0,1,2,1,59,15,18,7,2,0
2408968,0,1,1,2,49,4,8,6,2,0
2408970,0,1,1,2,20,12,22,6,2,0
2408971,0,1,1,0,25,12,7,5,2,0
2408972,0,1,1,0,59,15,11,6,2,0
2408973,0,1,1,2,30,12,9,7,2,0
2408974,0,1,2,1,59,20,22,6,2,0
2408976,0,1,1,0,14,1,8,5,2,0
2408977,0,1,1,0,44,3,4,4,2,0
2408978,0,0,0,0,0,0,99,0,0,0
2408979,0,2,0,0,0,2,99,3,2,0
2408980,0,1,1,2,59,12,16,9,2,0
2408981,0,1,1,1,42,5,13,6,2,0
2408982,0,1,1,1,40,7,13,6,2,0
2408983,0,2,1,0,0,10,99,7,2,0
2408984,0,1,2,0,40,11,4,4,2,0
2408985,0,1,1,1,50,8,8,6,2,0
2408986,0,2,1,0,0,33,99,5,2,0
2408987,0,1,1,1,40,28,6,9,2,0
2408988,0,2,2,0,0,7,99,5,2,0
2408989,0,2,2,0,0,13,99,7,2,0
2408990,0,1,1,0,59,9,16,7,2,0
2408992,0,1,1,0,59,1,8,7,2,0
2408993,0,1,1,1,24,4,5,5,2,0
2408994,0,0,0,0,0,0,99,0,0,0
2408995,0,1,1,1,59,8,7,5,2,0
2408996,0,2,1,0,0,24,99,5,2,0
2408997,0,1,2,1,34,99,2,6,2,0
2408998,0,1,2,2,23,7,11,6,2,0
2408999,0,2,1,0,0,99,99,1,2,0
2409000,0,1,1,1,40,3,2,4,2,0
2409001,0,2,1,0,0,1,99,3,2,0
2409002,0,1,1,0,37,9,35,5,2,0
2409003,0,1,1,0,39,15,5,5,2,0
2409004,0,1,2,0,59,3,11,5,2,0
2409005,0,1,1,0,44,12,4,7,2,0
2409007,0,1,1,0,28,3,2,4,2,0
2409008,0,1,1,0,59,13,9,4,2,0
2409010,0,0,0,0,0,0,99,0,0,0
2409011,0,1,1,0,59,18,7,5,2,0
2409012,0,2,1,0,0,0,99,3,2,0
2409014,0,1,1,0,40,7,6,4,2,0
2409015,0,2,1,0,0,0,99,5,2,0
2409016,0,1,1,2,59,9,11,6,2,0
2409017,0,1,1,1,59,22,35,7,2,0
2409018,0,2,1,0,0,17,99,4,2,0
2409019,0,2,0,0,0,99,99,3,2,0
2409020,0,1,1,1,43,4,11,5,2,0
2409021,0,1,1,2,47,7,13,5,2,0
2409022,0,1,1,1,59,12,7,5,2,0
2409023,0,2,1,0,0,6,99,4,2,0
2409024,0,2,2,0,0,57,99,3,2,0
2409025,0,1,1,2,25,9,4,5,2,0
2409026,0,1,1,1,28,1,11,6,2,0
2409027,0,1,1,0,35,10,1,2,2,0
2409029,0,1,2,0,29,18,3,4,2,0
2409030,0,1,1,0,54,16,6,5,2,0
2409031,0,1,1,1,20,3,0,4,2,0
2409032,0,1,1,1,58,6,8,7,2,0
2409033,0,2,1,0,0,10,99,5,2,0
2409035,0,1,1,0,55,12,9,6,2,0
2409036,0,1,2,1,59,15,22,7,2,0
2409037,0,1,2,1,53,6,11,4,2,0
2409038,0,1,1,1,34,4,4,6,2,0
2409040,0,2,1,0,0,3,99,6,2,0
2409041,0,1,1,1,59,4,18,5,2,0
2409044,0,1,1,0,37,16,9,6,2,0
2409045,0,1,1,0,40,11,9,5,2,0
2409046,0,1,1,0,54,16,7,5,2,0
2409047,0,1,2,0,39,9,13,4,2,0
2409048,0,2,0,0,0,2,99,3,2,0
2409049,0,2,1,0,0,11,99,4,2,0
2409050,0,2,1,0,0,12,99,4,2,0
2409051,0,2,1,0,0,0,99,1,2,0
2409052,0,1,1,2,40,9,13,6,2,0
2409053,0,2,0,0,0,9,99,4,2,0
2409055,0,1,1,0,59,8,13,5,2,0
2409056,0,1,1,0,59,12,7,6,2,0
2409060,0,1,1,2,59,8,22,6,2,0
2409061,0,0,0,0,0,0,99,0,0,0
2409062,0,0,0,0,0,0,99,0,0,0
2409063,0,1,1,1,59,12,13,8,2,0
2409064,0,0,0,0,0,0,99,0,0,0
2409065,0,1,1,1,59,14,27,9,2,0
2409066,0,1,1,1,24,4,8,6,2,0
2409067,0,2,1,0,0,11,99,9,2,0
2409068,0,1,2,2,59,10,8,4,2,0
2409069,0,1,1,1,59,99,16,5,2,0
2409070,0,1,1,0,37,24,18,5,2,0
2409071,0,0,0,0,0,0,99,0,0,0
2409072,0,2,0,0,0,2,99,2,2,0
2409073,1,1,2,0,59,6,16,6,2,0
2409074,1,1,2,1,55,20,8,1,2,0
2409075,1,1,2,0,59,57,35,5,2,0
2409076,0,2,1,0,0,9,99,3,2,0
2409077,0,1,1,0,59,15,7,5,2,0
2409078,0,2,1,0,0,5,99,5,2,0
2409079,0,1,1,0,42,7,11,7,2,0
2409080,0,1,1,1,59,7,4,4,2,0
2409081,0,2,0,0,0,9,99,4,2,0
2409082,1,1,1,0,38,8,11,6,2,0
2409083,0,1,2,1,50,12,22,5,2,0
2409085,0,1,1,1,52,15,8,6,2,0
2409086,0,1,1,2,24,4,5,3,2,0
2409087,0,0,0,0,0,0,99,0,0,0
2409088,0,0,0,0,0,0,99,0,0,0
2409089,0,1,1,0,52,11,5,5,2,0
2409090,0,1,1,1,38,7,7,7,2,0
2409091,1,2,2,0,0,8,99,4,2,0
2409092,0,1,1,0,28,7,5,5,2,0
2409093,0,1,2,2,59,15,13,7,2,0
2409094,0,1,1,0,10,7,7,7,2,0
2409095,0,2,1,0,0,3,99,3,2,0
2409096,0,1,2,0,59,8,13,6,2,0
2409097,0,1,1,2,30,4,9,5,2,0
2409098,0,0,0,0,0,0,99,0,0,0
2409099,0,1,1,1,59,6,6,4,2,0
2409100,0,2,1,0,0,9,99,8,2,0
2409102,0,1,1,0,43,14,13,7,2,0
2409103,0,1,1,0,59,15,16,5,2,0
2409104,0,1,1,1,59,10,22,5,2,0
2409105,0,1,1,1,50,12,11,7,2,0
2409107,0,1,1,2,50,12,13,7,2,0
2409108,0,2,1,0,0,4,99,4,2,0
2409110,0,1,1,0,36,14,13,9,2,0
2409111,0,1,1,2,35,10,7,5,2,0
2409112,0,1,1,1,36,4,7,5,2,0
2409113,0,2,2,0,0,10,99,3,2,0
2409115,0,1,1,0,40,6,4,4,2,0
2409116,0,2,1,0,0,4,99,6,2,0
2409117,0,1,1,0,38,4,11,4,2,0
2409118,0,1,1,2,59,12,6,5,2,0
2409119,0,1,1,0,59,2,13,5,2,0
2409120,0,0,0,0,0,0,99,0,0,0
2409121,0,1,1,2,59,12,11,5,2,0
2409122,0,1,1,2,48,4,4,6,2,0
2409123,0,0,0,0,0,0,99,0,0,0
2409124,0,1,1,0,46,1,3,3,2,0
2409126,0,1,1,2,40,7,5,4,2,0
2409128,0,1,1,0,30,99,2,2,1,0
2409129,0,2,2,0,0,11,99,7,2,0
2409130,0,1,1,0,40,20,8,8,2,0
2409131,0,1,1,0,59,12,9,6,2,0
2409132,0,2,0,0,0,7,99,4,2,0
2409134,0,1,2,0,50,12,13,8,2,0
2409135,1,1,2,1,59,11,35,7,2,0
2409136,0,1,1,0,17,7,3,5,2,0
2409138,0,2,0,0,0,2,99,2,2,0
2409139,0,1,1,0,59,7,18,3,2,0
2409140,0,1,1,0,8,10,6,4,2,0
2409142,0,1,1,0,34,7,11,5,2,0
2409143,0,2,1,0,0,12,99,6,2,0
2409144,0,1,1,0,40,12,9,6,2,0
2409145,0,2,1,0,0,18,99,4,2,0
2409146,0,1,1,0,40,17,13,7,2,0
2409147,0,0,0,0,0,0,99,0,0,0
2409148,0,1,1,1,36,12,16,7,2,0
2409149,0,1,1,1,45,8,9,5,2,0
2409150,0,1,1,1,40,5,11,6,2,0
2409152,0,0,0,0,0,0,99,0,0,0
2409154,0,1,1,0,59,8,22,9,2,0
2409156,0,1,1,1,30,15,8,5,2,0
2409158,0,0,0,0,0,0,99,0,0,0
2409159,1,1,2,1,59,15,9,5,2,0
2409160,0,1,1,2,59,15,16,5,2,0
2409162,0,1,1,2,49,7,4,6,2,0
2409163,0,1,1,0,27,2,1,4,2,0
2409165,0,1,1,0,59,15,22,9,2,0
2409166,0,2,0,0,0,12,99,6,2,0
2409167,0,1,1,2,37,16,9,3,2,0
2409168,0,1,1,2,35,12,22,6,2,0
2409169,0,1,1,0,15,5,0,9,2,0
2409170,0,1,1,1,40,7,13,5,2,0
2409171,0,1,1,0,59,6,4,6,2,0
2409172,0,0,0,0,0,0,99,0,0,0
2409175,0,1,1,1,50,10,5,7,2,0
2409176,0,2,1,0,0,9,99,7,2,0
2409177,0,0,0,0,0,0,99,0,0,0
2409178,0,1,0,0,0,99,0,2,1,0
2409179,0,1,1,1,59,7,6,4,2,0
2409180,0,2,0,0,0,6,99,4,2,0
2409181,0,1,1,0,59,8,6,5,2,0
2409182,0,1,1,1,40,6,4,4,2,0
2409183,0,1,1,1,56,12,4,7,2,0
2409185,0,2,0,0,0,6,99,3,2,0
2409186,0,1,1,0,15,12,27,5,2,0
2409187,0,2,1,0,0,6,99,3,2,0
2409189,0,1,1,0,30,17,6,7,2,0
2409190,0,2,0,0,0,9,99,3,2,0
2409191,0,1,1,1,27,7,7,5,2,0
2409192,0,1,1,1,45,16,16,6,2,0
2409193,0,2,1,0,0,13,99,5,2,0
2409194,0,2,1,0,0,11,99,5,2,0
2409195,0,1,1,2,59,9,16,7,2,0
2409196,0,1,2,1,35,99,3,4,2,0
2409197,0,0,0,0,0,0,99,0,0,0
2409198,0,0,0,0,0,0,99,0,0,0
2409199,0,1,1,1,46,4,3,6,2,0
2409200,0,2,0,0,0,99,99,1,1,0
2409201,0,1,1,2,30,6,11,3,2,0
2409204,0,1,1,0,59,3,27,7,2,0
2409205,0,1,1,0,29,5,2,6,2,0
2409206,0,1,1,0,59,3,4,4,2,0
2409207,0,0,0,0,0,0,99,0,0,0
2409208,0,1,1,2,30,4,9,5,2,0
2409209,0,1,1,0,15,8,5,5,2,0
2409210,0,0,0,0,0,0,99,0,0,0
2409211,0,1,1,0,59,6,27,4,2,0
2409213,0,1,1,1,59,8,2,3,2,0
2409214,0,1,1,0,35,9,3,5,2,0
2409215,0,1,1,0,59,7,11,5,2,0
2409216,0,2,1,0,0,4,99,5,2,0
2409217,0,1,1,1,50,14,11,7,2,0
2409218,0,1,1,2,50,10,8,7,2,0
2409219,0,2,1,0,0,7,99,6,2,0
2409220,0,1,1,0,59,12,5,7,2,0
2409221,0,1,1,1,59,20,13,4,2,0
2409222,0,1,1,0,45,6,6,5,2,0
2409224,0,1,1,0,48,18,3,6,2,0
2409225,0,1,1,1,41,8,8,6,2,0
2409226,1,2,2,0,0,12,99,9,2,0
2409227,0,1,2,0,59,10,9,4,2,0
2409228,0,1,1,1,45,12,6,5,2,0
2409229,0,1,1,0,29,5,1,4,2,0
2409230,0,1,1,0,36,6,0,4,2,0
2409231,0,0,0,0,0,0,99,0,0,0
2409232,0,1,1,0,50,15,9,7,2,0
2409233,0,1,2,0,59,7,9,4,2,0
2409234,0,0,0,0,0,0,99,0,0,0
2409235,0,1,1,2,59,3,11,4,2,0
2409237,0,0,0,0,0,0,99,0,0,0
2409238,0,1,1,0,59,5,2,6,2,0
2409239,0,2,2,0,0,3,99,9,2,0
2409240,0,1,1,2,30,10,11,5,2,0
2409241,0,1,1,2,21,6,3,6,2,0
2409243,0,1,1,0,51,6,35,7,2,0
2409244,0,2,1,0,0,7,99,5,2,0
2409246,0,0,0,0,0,0,99,0,0,0
2409248,0,1,1,1,45,12,2,3,2,0
2409249,0,0,0,0,0,0,99,0,0,0
2409250,0,2,1,0,0,12,99,5,2,0
2409251,0,2,0,0,0,6,99,5,2,0
2409252,0,1,2,0,31,9,1,9,2,0
2409254,0,2,1,0,0,0,99,4,2,0
2409255,0,2,1,0,0,20,99,3,2,0
2409256,0,1,1,0,15,0,1,4,2,0
2409257,0,0,0,0,0,0,99,0,0,0
2409258,0,2,1,0,0,6,99,4,2,0
2409259,0,1,1,1,59,7,13,6,2,0
2409261,0,2,1,0,0,9,99,5,2,0
2409262,0,0,0,0,0,0,99,0,0,0
2409264,0,2,1,0,0,9,99,5,2,0
2409265,0,2,1,0,0,0,99,4,2,0
2409266,0,1,1,1,50,14,99,8,2,0
2409267,0,2,0,0,0,7,99,4,2,0
2409268,0,1,1,1,38,12,11,6,2,0
2409269,0,2,1,0,0,24,99,6,2,0
2409270,0,2,0,0,0,6,99,4,2,0
2409272,0,2,0,0,0,14,99,6,2,0
2409273,0,1,1,1,59,7,22,7,2,0
2409274,0,1,1,1,36,24,11,7,2,0
2409275,0,2,1,0,0,15,99,3,2,0
2409276,0,2,0,0,0,2,99,2,2,0
2409278,0,1,1,0,30,4,2,4,2,0
2409279,0,1,1,0,40,18,11,7,2,0
2409280,0,2,2,0,0,99,99,8,2,0
2409283,0,2,1,0,0,2,99,4,2,0
2409284,0,1,1,0,13,3,1,5,2,0
2409285,0,1,1,0,46,9,7,4,2,0
2409286,0,0,0,0,0,0,99,0,0,0
2409287,0,0,0,0,0,0,99,0,0,0
2409288,0,1,1,1,48,13,18,5,2,0
2409289,0,1,1,0,32,24,0,4,2,0
2409291,1,1,2,0,59,7,11,2,2,0
2409292,0,2,1,0,0,10,99,5,2,0
2409295,0,2,0,0,0,6,99,3,2,0
2409296,0,2,0,0,0,5,99,2,2,0
2409297,0,1,1,1,59,12,18,5,2,0
2409298,0,1,1,0,44,7,6,7,2,0
2409299,0,1,1,1,30,12,13,8,2,0
2409300,0,1,2,0,50,99,45,5,2,0
2409302,0,1,1,0,24,4,1,4,2,0
2409303,0,2,1,0,0,99,99,4,1,0
2409304,0,1,1,0,59,15,8,5,2,0
2409306,0,1,1,0,15,2,0,3,2,0
2409308,0,1,2,0,41,20,27,6,2,0
2409309,0,1,1,1,26,6,6,4,2,0
2409310,0,1,1,1,59,12,13,7,2,0
2409311,0,1,1,0,25,5,6,6,2,0
2409312,0,2,1,0,0,29,99,6,2,0
2409313,0,1,1,2,30,10,13,5,2,0
2409315,0,2,1,0,0,10,99,6,2,0
2409316,0,1,1,1,59,14,8,5,2,0
2409317,0,1,1,1,44,9,6,9,2,0
2409318,0,1,1,1,59,4,11,7,2,0
2409319,0,2,0,0,0,20,99,5,2,0
2409320,0,2,1,0,0,10,99,7,2,0
2409321,0,1,1,0,42,5,16,7,2,0
2409322,0,1,2,2,59,5,16,6,2,0
2409323,1,1,2,0,30,10,11,8,2,0
2409324,0,2,1,0,0,6,99,2,2,0
2409325,0,2,0,0,0,12,99,4,2,0
2409326,0,1,1,0,34,6,7,5,2,0
2409327,0,0,0,0,0,0,99,0,0,0
2409328,0,1,2,0,59,6,22,6,2,0
2409329,0,1,2,1,45,10,11,5,2,0
2409330,0,1,1,2,45,7,11,8,2,0
2409331,0,1,1,0,59,7,22,6,2,0
2409332,0,1,1,0,59,8,11,4,2,0
2409333,0,1,1,1,33,10,5,4,2,0
2409334,0,1,2,0,59,9,18,6,2,0
2409336,0,1,1,1,59,7,11,5,2,0
2409337,0,1,1,1,50,11,6,4,2,0
2409338,0,2,1,0,0,4,99,3,2,0
2409339,0,1,1,2,40,6,16,6,2,0
2409341,0,2,2,0,0,7,99,5,2,0
2409342,0,2,0,0,0,0,99,3,2,0
2409343,0,1,2,2,12,12,11,6,2,0
2409344,0,2,1,0,0,4,99,4,2,0
2409345,0,1,2,0,58,4,7,5,2,0
2409346,0,2,0,0,0,7,99,4,2,0
2409347,0,1,2,0,59,13,16,7,2,0
2409348,0,1,1,0,59,9,9,9,2,0
2409349,0,1,1,2,6,5,13,6,2,0
2409350,0,1,1,0,50,11,8,7,2,0
2409351,0,1,1,1,59,20,35,8,2,0
2409352,0,1,1,2,59,6,13,7,2,0
2409353,0,2,0,0,0,4,99,1,2,0
2409354,0,1,1,0,25,19,4,4,2,0
2409355,0,1,1,1,45,7,7,5,2,0
2409356,0,1,1,2,59,13,22,8,2,0
2409357,0,1,1,1,43,6,8,5,2,0
2409359,0,1,1,1,53,17,8,3,2,0
2409360,0,1,1,0,30,3,2,7,2,0
2409361,0,2,1,0,0,12,99,6,2,0
2409362,0,1,2,1,50,12,13,5,2,0
2409363,0,2,1,0,0,12,99,2,2,0
2409364,0,2,1,0,0,5,99,5,2,0
2409365,0,1,1,0,50,5,11,5,2,0
2409366,0,1,2,2,59,8,9,5,2,0
2409367,0,1,2,0,13,15,4,6,2,0
2409368,0,1,1,2,59,12,27,7,2,0
2409369,0,1,2,1,50,2,18,6,2,0
2409373,0,1,1,2,45,7,9,7,2,0
2409374,0,0,0,0,0,0,99,0,0,0
2409375,0,1,2,0,59,7,13,5,2,0
2409376,0,1,1,2,25,12,13,5,2,0
2409377,0,2,1,0,0,7,99,6,2,0
2409378,0,2,1,0,0,6,99,7,2,0
2409379,0,1,1,1,30,6,7,5,2,0
2409380,0,1,1,1,59,13,18,7,2,0
2409381,0,0,0,0,0,0,99,0,0,0
2409383,0,2,1,0,0,6,99,5,2,0
2409384,0,1,1,2,59,5,27,7,2,0
2409385,0,1,1,1,50,12,7,5,2,0
2409386,0,2,0,0,0,3,99,4,2,0
2409387,0,1,1,1,58,5,6,4,2,0
2409388,0,1,2,1,59,11,22,5,2,0
2409389,0,0,0,0,0,0,99,0,0,0
2409390,0,1,2,0,59,9,16,7,2,0
2409391,0,1,2,0,50,99,11,3,2,0
2409393,0,0,0,0,0,0,99,0,0,0
2409394,0,1,1,1,30,18,4,6,2,0
2409395,0,2,1,0,0,12,99,4,2,0
2409397,0,1,2,2,59,12,27,5,2,0
2409398,0,1,1,0,52,9,6,5,2,0
2409399,0,1,1,1,50,6,7,6,2,0
2409400,0,1,1,0,59,6,22,3,2,0
2409402,0,1,1,0,53,15,13,6,2,0
2409404,0,1,1,0,30,5,6,4,2,0
2409405,0,1,1,2,59,12,18,4,2,0
2409407,0,0,0,0,0,0,99,0,0,0
2409408,0,1,1,1,59,8,11,3,2,0
2409410,0,1,1,0,59,7,13,7,2,0
2409411,0,1,1,0,59,17,13,5,2,0
2409412,0,1,2,1,55,12,16,9,2,0
2409413,0,0,0,0,0,0,99,0,0,0
2409414,0,1,1,1,59,8,8,5,2,0
2409415,0,1,1,0,59,10,11,7,2,0
2409416,0,1,1,0,50,4,16,6,2,0
2409417,0,1,1,2,59,8,6,4,2,0
2409418,0,2,1,0,0,7,99,8,2,0
2409419,0,2,0,0,0,2,99,3,2,0
2409420,0,1,1,2,35,6,6,6,2,0
2409421,0,1,1,0,20,1,1,4,2,0
2409422,0,2,1,0,0,12,99,4,2,0
2409423,0,0,0,0,0,0,99,0,0,0
2409424,0,1,1,0,50,7,22,6,2,0
2409425,0,1,1,1,40,12,8,6,2,0
2409426,0,1,1,0,59,1,11,6,2,0
2409427,0,1,2,1,59,57,62,7,2,0
2409428,0,2,0,0,0,3,99,5,2,0
2409429,0,1,2,1,59,24,11,5,2,0
2409430,0,2,0,0,0,99,99,2,2,0
2409431,0,2,0,0,0,3,99,2,2,0
2409432,0,1,1,0,59,20,16,8,2,0
2409433,0,1,1,2,59,12,13,8,2,0
2409434,0,2,0,0,0,6,99,5,2,0
2409435,0,1,1,1,29,12,2,3,2,0
2409436,0,0,0,0,0,0,99,0,0,0
2409438,0,1,1,0,50,10,8,2,2,0
2409439,0,1,1,0,54,5,5,4,2,0
2409441,0,1,2,0,41,6,22,5,2,0
2409442,0,2,0,0,0,2,99,5,2,0
2409443,0,2,1,0,0,5,99,6,2,0
2409444,0,1,1,2,59,8,18,7,2,0
2409445,0,0,0,0,0,0,99,0,0,0
2409446,0,1,1,0,33,6,0,4,2,0
2409447,0,1,1,1,59,12,27,9,2,0
2409448,0,1,1,0,26,6,8,5,2,0
2409449,0,1,2,2,59,10,22,8,2,0
2409450,0,2,1,0,0,99,99,4,2,0
2409451,1,1,2,2,59,12,35,5,2,0
2409452,0,2,1,0,0,4,99,5,2,0
2409453,0,1,1,2,59,12,18,9,2,0
2409454,1,1,2,1,59,7,27,6,2,0
2409455,0,2,1,0,0,18,99,8,2,0
2409456,0,2,0,0,0,3,99,4,2,0
2409457,0,0,0,0,0,0,99,0,0,0
2409458,0,1,1,0,50,4,11,6,2,0
2409459,0,1,1,0,59,6,16,6,2,0
2409460,0,0,0,0,0,0,99,0,0,0
2409461,0,1,1,1,21,4,2,4,2,0
2409462,1,1,2,0,36,12,1,6,2,0
2409463,0,1,1,2,42,8,11,5,2,0
2409464,0,1,1,1,59,12,18,8,2,0
2409465,0,1,1,1,45,5,8,5,2,0
2409466,0,1,1,1,40,9,11,6,2,0
2409467,0,1,1,1,36,6,3,5,2,0
2409469,0,1,1,1,48,3,11,8,2,0
2409470,0,2,0,0,0,12,99,4,2,0
2409471,0,1,1,0,32,7,3,5,2,0
2409473,0,0,0,0,0,0,99,0,0,0
2409474,0,1,1,1,33,10,5,6,2,0
2409475,0,2,1,0,0,5,99,5,2,0
2409476,0,2,1,0,0,5,99,3,2,0
2409477,0,1,1,2,59,6,13,5,2,0
2409478,0,1,2,2,59,9,27,8,2,0
2409479,1,1,2,2,59,25,22,5,2,0
2409480,0,1,1,2,28,3,5,3,2,0
2409481,0,1,1,0,40,2,6,5,2,0
2409483,0,2,0,0,0,12,99,3,2,0
2409484,0,1,1,0,30,5,0,1,2,0
2409486,0,2,1,0,0,12,99,5,2,0
2409487,0,1,1,2,45,3,16,5,2,0
2409488,0,1,1,0,50,6,13,8,2,0
2409489,0,1,1,1,37,6,6,5,2,0
2409490,0,1,1,0,50,1,9,5,2,0
2409491,0,1,2,2,59,24,16,3,2,0
2409493,0,1,1,0,59,5,16,5,2,0
2409494,0,1,1,0,33,5,1,5,2,0
2409495,0,1,1,0,36,6,5,5,2,0
2409496,0,1,2,0,45,4,16,8,2,0
2409497,0,0,0,0,0,0,99,0,0,0
2409499,0,2,1,0,0,15,99,5,2,0
2409500,0,1,1,1,40,17,13,5,2,0
2409501,1,1,2,1,59,20,62,7,2,0
2409502,0,2,1,0,0,9,99,6,2,0
2409503,1,1,2,0,59,5,35,4,2,0
2409504,0,2,1,0,0,3,99,2,2,0
2409505,0,1,1,1,59,12,13,7,2,0
2409506,0,1,1,0,42,11,11,7,2,0
2409507,0,1,2,0,59,12,5,2,2,0
2409508,0,1,1,1,35,13,6,4,2,0
2409509,0,2,1,0,0,6,99,5,2,0
2409510,0,1,1,1,29,10,8,4,2,0
2409511,0,1,2,0,59,36,62,8,2,0
2409512,0,1,1,0,55,7,4,5,2,0
2409513,0,1,1,0,34,7,3,4,2,0
2409514,0,1,1,0,44,14,11,5,2,0
2409515,0,1,1,0,59,13,27,8,2,0
2409516,0,1,1,0,39,6,5,5,2,0
2409517,0,1,1,2,30,8,11,5,2,0
2409518,0,1,1,1,59,13,18,7,2,0
2409522,0,1,1,2,50,12,13,6,2,0
2409523,0,2,1,0,0,9,99,5,2,0
2409524,0,1,1,2,44,7,4,5,2,0
2409526,0,1,1,0,0,1,1,6,2,0
2409527,0,1,1,0,43,6,3,5,2,0
2409528,0,1,1,1,35,10,9,7,2,0
2409529,0,2,0,0,0,2,99,3,2,0
2409530,0,1,1,1,50,4,16,5,2,0
2409531,0,1,2,0,50,12,18,5,2,0
2409532,0,2,1,0,0,6,99,3,2,0
2409533,0,1,1,1,59,12,27,9,2,0
2409535,0,2,1,0,0,4,99,5,2,0
2409536,0,2,1,0,0,12,99,5,2,0
2409537,0,2,1,0,0,6,99,5,2,0
2409538,0,0,0,0,0,0,99,0,0,0
2409539,0,1,1,2,35,0,9,6,2,0
2409540,0,1,1,0,59,20,7,8,2,0
2409541,0,1,1,0,40,13,5,6,2,0
2409542,0,2,2,0,0,8,99,5,2,0
2409543,0,1,1,2,40,6,8,5,2,0
2409544,0,1,2,0,59,18,11,5,2,0
2409545,0,1,1,0,59,12,27,9,2,0
2409546,0,2,1,0,0,8,99,5,2,0
2409547,0,1,1,2,43,8,9,7,2,0
2409548,0,1,1,1,40,9,11,9,2,0
2409549,0,1,1,2,50,7,9,5,2,0
2409552,0,1,1,1,42,15,5,6,2,0
2409553,0,1,1,1,49,9,13,7,2,0
2409554,0,1,1,1,25,6,6,5,2,0
2409557,0,2,0,0,0,11,99,5,2,0
2409558,0,1,1,0,59,7,6,1,2,0
